"","ccode","year","country","class_income","class_reg","class_subreg","class_opec","class_hipc","class_ldc","class_reg2","class_dev","rev2_gov_nonresrev_gdp","rev2_gs","rev2_vat","rev2_cit","rev2_trade","rev2_pit","rev_resrev_gdp","rev_resrev_govrev","rent_min","rent_coal","rent_gas","rent_oil","rev2_gov_resrev_gdp","rev2_gov_rev_gdp","rev_source","eiti_sector","eiti__stream","eiti_inkind","eiti_companies","eiti_government","eiti_numcom","corr_cpi","corr_estimate","corr_rank","econ_gdpcon","econ_gdpcur","econ_gdpconpc","econ_gdpcurpc","econ_tva","econ_tax","econ_govrev","econ_govexp","econ_invtotal","econ_invfdi","econ_eiva","rent_res_total_gdp","gov_take_ratio","eprod_gas","eprod_oil","eprod_coal","eprod_oilper","eprod_gasper","eprod_coalper","prod_total","prod_indus","prod_ironferr","prod_fuels","prod_nfm","prod_prec"
"326","GUY","2008","Guyana","Lower middle income","Latin America and the Caribbean","South America","0","1","0","Latin America & Caribbean","Developing",15.18414,9.478603,NA,3.840246,1.980711,3.237277,12.49094,27.67508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,-0.53,37,852140687.9,1922597807,1098.488909,2478.408081,1716192503,NA,27.675,31.27,19.042,168,13.73,0,NA,NA,NA,NA,NA,NA,NA,2109208,168925,0,0,2109200,8123
"327","GUY","2009","Guyana","Lower middle income","Latin America and the Caribbean","South America","0","1","0","Latin America & Caribbean","Developing",18.21458,10.64814,NA,3.826607,1.922514,3.172592,10.63588,28.85046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,-0.54,35,880420034.7,2025565089,1127.218998,2593.37062,1762927188,NA,29.307,32.825,16.465,207.979,13.68,0,NA,NA,NA,NA,NA,NA,NA,1448320,143982,0,0,1448311,9492
"328","IDN","1992","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",NA,4.637122,3.793977,NA,0.9421555,1.206112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75e+11,1.39e+11,947.9722826,752.3179827,NA,15.75803926,NA,NA,43.278,1799,NA,0,NA,45.95859585,76.73035718,22.36,2.401343,2.519210213,0.49480451,NA,NA,NA,NA,NA,NA
"329","IDN","1993","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",10.26981,4.546875,3.724346,NA,0.8799913,1.392157,4.496689,14.766499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88e+11,1.58e+11,999.9621097,840.3757932,NA,14.35640676,16.317,17.029,29.478,2003,NA,0,NA,47.74660954,76.85102824,27.58,2.405753777,2.569115722,0.627390786,NA,NA,NA,NA,NA,NA
"330","IDN","1994","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",10.72603,4.362061,4.796979,NA,1.105124,1.480039,4.066509,14.792539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02e+11,1.77e+11,1058.103376,925.7216696,NA,15.56199185,16.346,16.34,31.057,2191,NA,0,NA,54.40193295,76.94038799,32.87,2.371794093,2.889363038,0.733051594,NA,NA,NA,NA,NA,NA
"331","IDN","1995","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",10.08054,4.391203,4.074461,NA,0.7073488,4.622959,3.639711,13.720251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19e+11,2.02e+11,1129.060694,1041.31354,NA,14.01936678,15.161,14.387,31.928,4419,7.62,0,NA,54.64767146,76.45456273,41.84,2.326617788,2.860372419,0.9084976,NA,NA,NA,NA,NA,NA
"332","IDN","1996","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",9.854221,4.133111,3.829182,NA,0.5402127,4.78737,3.781132,13.635353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,31,2.36e+11,2.27e+11,1196.94413,1153.587564,NA,14.04722046,15.067,13.905,30.691,6245,7.45,0,NA,57.58118384,76.72628993,50.35,2.267196867,2.878842396,1.07584014,NA,NA,NA,NA,NA,NA
"333","IDN","1997","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",10.67537,4.270708,4.014495,NA,0.4982034,5.478501,4.868444,15.543814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47e+11,2.16e+11,1234.702937,1078.472261,NA,15.99646956,17.176,18.425,31.751,4729,7.59,0,NA,59.11534933,75.71113802,54.82,2.171904232,2.948719952,1.158837072,NA,NA,NA,NA,NA,NA
"334","IDN","1998","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",10.10395,3.357432,2.909014,NA,0.7257102,5.54484,4.313131,14.417081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,10,2.15e+11,95445548017,1057.089074,470.1961402,NA,14.96617063,15.931,18.219,16.775,-207,10.91,0,NA,58.12892885,74.20052046,62.23,2.089682492,2.832503214,1.337616843,NA,NA,NA,NA,NA,NA
"335","IDN","1999","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",10.18777,3.576961,3.008643,NA,0.457839,1.415909,5.317816,15.505586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16e+11,1.4e+11,1050.159825,679.7936722,NA,15.4751667,17.134,18.293,11.367,-1838,8.66,0,NA,63.03443441,68.60419616,73.68,1.967510971,2.996357746,1.588592037,NA,NA,NA,NA,NA,NA
"336","IDN","2000","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",8.485826,3.334607,NA,NA,0.5037526,NA,6.124181,14.610007,1.440120639,0.074594211,4.288103313,6.429433202,6.1241807,41.9177125,"Mining and Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.89,19,2.27e+11,1.65e+11,1086.050898,789.8058801,NA,NA,14.61,16.644,22.246,-4550,12.07,12.232251365,0.500658506538138,58.66860831,71.81025761,77.040185,1.983830192,2.694997308,1.638679155,NA,NA,NA,NA,NA,NA
"337","IDN","2001","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",12.97467,4.455451,3.393176,NA,0.5680705,1.162962,6.325779,19.300449,1.328752226,0.693957574,3.941541609,4.928176218,6.3257795,32.7753038,"Mining and Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35e+11,1.6e+11,1109.521783,756.931013,NA,11.57818458,19.3,21.996,22.539,-2977,11.05,10.892427627,0.580750197900764,56.96008284,68.17487868,92.54046,1.883337677,2.542769978,1.881705039,NA,NA,NA,NA,NA,NA
"338","IDN","2002","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",16.9357,4.862377,3.576238,NA,0.5675706,1.402148,0.9349263,17.8706263,1.262989568,0.320494074,2.29972079,3.823770959,4.2726108,23.9085628,"Mining and Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-1.13,8,2.46e+11,1.96e+11,1142.902849,909.8873302,NA,11.82695959,17.871,18.738,21.404,145.942,8.83,7.706975391,0.554382307356196,62.69108481,63.32870565,103.329093,1.757801152,2.75080093,2.082831348,NA,NA,NA,NA,NA,NA
"339","IDN","2003","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",17.4085,4.993707,3.827902,NA,0.5457931,4.77004,0.9336166,18.3421166,1.279058379,0.252924023,3.851684119,3.56560698,3.9904655,21.7557491,"Mining and Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.96,15,2.58e+11,2.35e+11,1180.479734,1076.219005,NA,12.38553231,18.342,19.716,25.598,-597,8.32,8.949273501,0.445898261971109,65.90377019,57.64736605,114.278,1.543739776,2.784645574,2.150242833,NA,NA,NA,NA,NA,NA
"340","IDN","2004","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",18.30803,5.084357,4.298383,NA,0.5549985,4.168412,0.999492,19.307522,1.560031309,1.664446267,3.676242037,4.305830512,4.7132275,24.4113561,"Mining and Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.89,17,2.7e+11,2.57e+11,1222.229512,1160.614924,NA,12.3307675,19.308,19.931,24.056,1896,8.94,11.206550125,0.420577916256811,63.26913932,55.55009844,132.352025,1.422339899,2.604450553,2.312004156,NA,NA,NA,NA,NA,NA
"341","IDN","2005","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",14.3834,4.849941,NA,NA,0.5492234,NA,5.000322,19.383722,2.073662669,1.402770557,5.598197651,5.68023621,5.0004359,25.7970901,"Mining and Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.86,20,2.86e+11,2.86e+11,1273.465176,1273.465176,NA,12.50237804,19.384,18.753,25.081,8336,11.14,14.754867087,0.338900775623097,64.07969499,53.71537532,152.722438,1.362275817,2.553370924,2.524387582,NA,NA,NA,NA,NA,NA
"342","IDN","2006","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",14.31799,4.81562,NA,NA,0.3962636,NA,6.027671,20.345661,2.591031871,1.555153353,4.067095092,5.126246285,6.0277608,29.6267681,"Mining and Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.81,21,3.02e+11,3.65e+11,1324.466828,1601.031191,NA,12.25446097,20.346,20.12,25.4,4914,10.98,13.339526601,0.451872167603619,63.225891,50.22591269,193.761311,1.267273414,2.431890994,3.047351413,NA,NA,NA,NA,NA,NA
"343","IDN","2007","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",14.25461,5.054212,NA,NA,0.5281337,NA,4.264502,18.519112,3.346167044,2.241200277,3.188380687,4.499853943,4.2646417,22.106704,"Mining and Hydrocarbons",NA,NA,NA,NA,NA,NA,2.3,-0.58,34,3.21e+11,4.32e+11,1388.606391,1871.288406,NA,12.42728189,19.291,20.325,24.92,6928,11.15,13.275601951,0.32123904556198,60.86564134,47.83466865,216.946699,1.210895123,2.291229828,3.292344547,303331635,1054700,189307,236257212,2354273,386818
"344","IDN","2008","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",14.53987,5.269247,NA,NA,0.7339827,NA,5.832574,20.372444,1.725205137,4.759499125,4.228697344,5.413708932,5.8325737,27.4086118,"Mining and Hydrocarbons",NA,NA,NA,NA,NA,NA,2.6,-0.56,34,3.4e+11,5.1e+11,1451.558317,2178.265663,NA,13.03621003,21.28,21.283,27.816,9318,10.92,16.127110538,0.361662660292234,62.70086551,49.42713326,240.249968,1.238219291,2.274596067,3.521565714,296860041,1063200,2582485,227938420,2129078,290441
"345","IDN","2009","Indonesia","Lower middle income","Asia","Southeast Asia","0","0","0","East Asia & Pacific","Emerging ",12.4909,4.449784,NA,NA,0.3326035,NA,3.136591,15.627491,1.813691116,2.418315201,1.335380396,2.645277625,3.1367765,19.0167138,"Mining and Hydrocarbons","Oil, Gas, Mining, Other","Host government's production entitlement, Profits/Taxes, Royalties, Dividends, Bonuses, Other significant benefits to government","Does not include payments made in-kind",23985129430,24227856610,129,2.8,-0.82,23,3.56e+11,5.4e+11,1498.007269,2272.040995,NA,11.43072581,16.495,18.255,30.985,4877.369178,10.54,8.212664338,0.381943833438575,64.74111148,48.40740194,256.181,1.244219057,2.416181628,3.712084836,347411850,1098163,2625641,276125763,2222760,499939
"346","IRN","1992","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",7.130689,0.6615009,NA,1.95215,1.692125,1.044467,7.74345,14.874139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19e+11,NA,2043.785721,NA,NA,7.440989032,18.506,19.673,46.268,8.5,NA,0,NA,22.5,175.6788571,NA,5.498022024,1.233332497,NA,NA,NA,NA,NA,NA,NA
"347","IRN","1993","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",5.564842,0.2325902,NA,1.600245,0.9145702,1.014221,21.63902,27.203862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17e+11,60088309491,1988.560182,1018.749304,60134736531,4.09507387,28.968,35.717,33.277,207.55,NA,0,NA,24.363,184.293956,NA,5.769160035,1.310907035,NA,NA,NA,NA,NA,NA,NA
"348","IRN","1994","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",5.947239,0.1797579,NA,1.83687,0.9030027,1.115234,18.31104,24.258279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17e+11,67128216023,1958.981915,1125.121024,67748783247,4.678151876,25.644,30.03,22.736,0.294,NA,0,NA,28.62,184.9845055,NA,5.702403756,1.520048382,NA,NA,NA,NA,NA,NA,NA
"349","IRN","1995","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",6.53156,0.1360742,NA,1.772729,0.6680009,1.265544,15.82925,22.36081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2e+11,90829495171,1984.168162,1502.099729,91931742690,6.603632344,24.207,27.681,29.196,8.763,17.25,0,NA,31.77,185.4565055,NA,5.643697239,1.662907665,NA,NA,NA,NA,NA,NA,NA
"350","IRN","1996","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",7.700085,0.1570377,NA,2.16551,1.168924,1.446761,15.36272,23.062805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,28,1.28e+11,1.11e+11,2091.421577,1799.671921,1.11e+11,8.652779495,22.493,23.515,35.881,20.49,17.54,0,NA,35.1,186.6417582,NA,5.515105836,1.754867847,NA,NA,NA,NA,NA,NA,NA
"351","IRN","1997","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",8.925172,0.553168,NA,2.343191,1.469876,1.433317,12.81033,21.735502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33e+11,1.05e+11,2124.126265,1683.633829,1.05e+11,10.98955936,20.996,23.436,35.746,43.012,14.72,0,NA,42.3,186.9626648,NA,5.363345652,2.10995715,NA,NA,NA,NA,NA,NA,NA
"352","IRN","1998","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",9.626778,0.2868133,NA,2.406922,1.37087,1.444093,6.845236,16.472014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,26,1.36e+11,1.03e+11,2142.23473,1611.307719,1.02e+11,9.285579333,15.831,22.54,32.842,37.596,9.3,0,NA,45,190.7875549,NA,5.373081087,2.192757499,NA,NA,NA,NA,NA,NA,NA
"353","IRN","1999","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",10.95425,3.630117,NA,2.301517,1.329546,1.496708,10.18883,21.14308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39e+11,1.05e+11,2145.099911,1613.599302,1.04e+11,9.059293453,20.563,21.25,29.744,15.621,15.23,0,NA,50.724,178.1173901,NA,5.108257786,2.41117814,NA,NA,NA,NA,NA,NA,NA
"354","IRN","2000","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",7.785414,1.428558,NA,1.945912,1.394237,1.42799,16.4048,24.190214,0.200573417,0.013757883,7.279600024,34.41498931,16.4047907,64.6494097,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.57,32,1.46e+11,1.01e+11,2219.417052,1536.715193,1.01e+11,6.341889787,25.375,18.038,32.977,193.575,18.09,41.908920634,0.391439112528493,54.216,191.7136024,NA,5.296280022,2.490462587,NA,NA,NA,NA,NA,NA,NA
"355","IRN","2001","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",8.101417,0.5605773,NA,1.84178,1.762686,1.580344,11.82786,19.929277,0.150483499,0.018557694,6.426639902,23.89305793,11.827868,59.5630189,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52e+11,1.15e+11,2268.286707,1726.63011,1.14e+11,6.316442585,19.858,18.719,32.86,1084.475,15.51,30.488739025,0.387942183843728,59.4,189.8285184,NA,5.244031348,2.651690959,NA,NA,NA,NA,NA,NA,NA
"356","IRN","2002","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",6.936347,0.2601252,NA,1.851314,1.795868,1.17596,15.91928,22.855627,0.153338081,0.01430006,5.376173371,23.7424541,15.8642892,69.5937226,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.22,50,1.63e+11,1.16e+11,2407.447171,1718.965293,1.15e+11,5.518010748,22.875,22.341,34.972,3657.067,23.02,29.286265612,0.541697238226906,67.5,177.4848035,NA,4.926407208,2.961809695,NA,NA,NA,NA,NA,NA,NA
"357","IRN","2003","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",7.791885,0.2338822,NA,1.836448,2.01895,1.050712,16.31899,24.110875,0.198793616,0.013303033,8.45093701,26.46864473,16.7410913,69.6621523,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.3,48,1.75e+11,1.35e+11,2548.033708,1975.538621,1.34e+11,5.897925421,23.426,22.116,37.171,2697.865,22.77,35.131678389,0.476524096418968,73.35,198.5195485,NA,5.316158298,3.099272655,NA,NA,NA,NA,NA,NA,NA
"358","IRN","2004","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",7.609571,0.4170392,NA,1.851126,2.35324,1.128667,16.84429,24.453861,0.317974831,0.030937862,8.621644813,29.74163604,17.5985311,70.1748236,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.42,43,1.84e+11,1.63e+11,2646.726203,2353.930989,1.61e+11,6.048874515,24.003,20.252,36.532,2863.388,24.35,38.712193546,0.454599171165241,76.41,208.1797612,NA,5.330366441,3.145389189,NA,NA,NA,NA,NA,NA,NA
"359","IRN","2005","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",10.47026,0.5638939,NA,3.797785,2.118299,1.153004,19.78888,30.25914,0.582377631,0.028659018,12.61001191,38.32612745,21.5305592,72.4531241,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.44,40,1.92e+11,1.92e+11,2737.112118,2737.112118,1.88e+11,7.851609443,27.536,24.571,31.426,3135.585,28.48,51.547176009,0.417686493557684,93.15,206.3807558,NA,5.234023051,3.711729614,NA,NA,NA,NA,NA,NA,NA
"360","IRN","2006","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",10.68977,0.3436188,NA,3.56462,1.947449,1.214741,19.16615,29.85592,1.253969058,0.026970504,11.61816398,40.28698604,21.0103421,70.2335558,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.48,38,2.03e+11,2.23e+11,2864.778308,3140.19809,2.22e+11,7.428922975,27.493,25.398,30.713,1646.568,27.54,53.186089582,0.395034533749791,97.74,209.2359638,NA,5.279330131,3.759425481,NA,NA,NA,NA,NA,NA,NA
"361","IRN","2007","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",10.55648,0.4425606,NA,3.509939,2.1249,1.192493,20.37261,30.92909,1.184059874,0.030148653,10.21800129,34.99250944,20.3852111,70.5981004,"Hydrocarbons",NA,NA,NA,NA,NA,NA,2.5,-0.46,40,2.19e+11,2.86e+11,3053.124568,3983.582294,2.83e+11,7.262471657,29.035,21.64,35.803,2005.1,28.2,46.424719257,0.439102517500443,100.71,210.8756321,NA,5.338142434,3.791133238,NA,340283551,22008456,16737290,211074900,1054764,40850
"362","IRN","2008","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",10.41475,0.2518959,NA,2.924966,1.541869,1.065084,16.74403,27.15878,1.471797012,0.052421751,13.19760562,39.88777448,16.6661621,66.2880103,"Hydrocarbons",NA,NA,NA,NA,NA,NA,2.3,-0.71,28,2.24e+11,3.56e+11,3086.737271,4899.31216,NA,7.178831484,25.375,24.694,37.857,1909.2,26.29,54.609598863,0.305187411132806,104.67,214.5015149,NA,5.373565007,3.797108196,NA,348255076,24250867,15251763,214706300,1122405,40850
"363","IRN","2009","Iran, Islamic Rep.","Upper middle income","Asia","Southern Asia","1","0","0","Middle East & North Africa","Developing",12.00769,0.2865181,NA,3.381196,1.655984,1.223887,13.66047,25.66816,0.874040945,0.020101844,6.787740812,23.45801663,13.7378642,58.3796255,"Hydrocarbons",NA,NA,NA,NA,NA,NA,1.8,-0.86,22,2.28e+11,3.63e+11,3104.61012,4931.282897,NA,8.448795853,23.558,22.648,39.829,3047.6,26.98,31.139900231,0.441165967074097,118.044,205.5342925,NA,5.282863225,4.405481116,NA,352072590,23839445,17112305,205283200,1008799,40850
"364","KAZ","1992","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42345942292,24906939560,2575.929019,1515.104043,21767756465,NA,NA,NA,40.912,100,NA,0,NA,6.597285084,25.8,126.54,0.807433351,0.361628715,2.800204055,NA,NA,NA,NA,NA,NA
"365","KAZ","1993","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38450115601,23409027476,2354.508821,1433.461534,21979413406,NA,NA,NA,26.848,1271.4,NA,0,NA,5.457013588,23,111.87,0.71999475,0.293627119,2.544822597,NA,NA,NA,NA,NA,NA
"366","KAZ","1994","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33605401035,21250839258,2087.914611,1320.321628,20556379916,NA,22.196,NA,28.702,659.7,NA,0,NA,3.66515838,20.312,104.62,0.626145551,0.194661707,2.333187033,NA,NA,NA,NA,NA,NA
"367","KAZ","1995","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30849758151,20374307047,1950.587185,1288.239021,19483678685,NA,16.861,NA,19.889,964.26,13.94,0,NA,4.805429876,20.633,83.36,0.627890646,0.251526162,1.810046843,NA,NA,NA,NA,NA,NA
"368","KAZ","1996","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,9,31004006941,21035357833,1990.256605,1350.333844,19989220940,NA,13.222,NA,20.526,1136.88,8.15,0,NA,3.768344149,22.961,76.83,0.678478098,0.188403019,1.641644449,NA,NA,NA,NA,NA,NA
"369","KAZ","1997","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",NA,4.19072,3.093235,1.196378,0.5017573,0.4643685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31531075059,22165932063,2056.32488,1445.56941,21146742668,6.787220587,13.471,NA,19.629,1321.907487,9.18,0,NA,5.492607051,25.779,72.64,0.73951496,0.273975544,1.535533106,NA,NA,NA,NA,NA,NA
"370","KAZ","1998","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",NA,5.185138,4.209131,1.064294,0.5899972,0.2891289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,17,30931984633,22135245413,2052.376661,1468.701786,20811280065,7.294793896,18.188,NA,20.46,1160.891013,8.35,0,NA,4.392268967,25.945,69.77,0.730679676,0.214026238,1.499687082,NA,NA,NA,NA,NA,NA
"371","KAZ","1999","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",16.63816,5.376866,4.009896,1.358782,0.5695172,0.0395526,0.9,17.53816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31767148218,16870817135,2127.963693,1130.113603,15920977494,7.745369934,17.538,NA,13.704,1437.694772,10.94,0,NA,5.921928925,30.131,58.38,0.864131881,0.281500386,1.258713397,NA,NA,NA,NA,NA,NA
"372","KAZ","2000","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",18.55469,5.435494,3.991196,3.157277,0.71321,0.0462602,3.3,21.85469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,8,34880328744,18291990619,2343.537035,1229.000958,17077058161,10.22139507,21.855,NA,18.531,1282.524399,13.83,0,NA,7.408200254,35.317,74.87,0.97566745,0.340302597,1.592518351,NA,NA,NA,NA,NA,NA
"373","KAZ","2001","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",19.0538,6.197736,4.776186,2.871728,0.8217877,NA,6.6,25.6538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39589173124,22152689130,2664.442087,1490.926751,20621866733,9.642300653,25.654,NA,29.733,2834.9986,12.13,0,NA,8.243831945,40.091,79.14,1.107517788,0.368015061,1.609221921,NA,NA,NA,NA,NA,NA
"374","KAZ","2002","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",17.76287,6.828882,4.715906,3.883079,1.022243,2.049147,4.688195,22.451065,1.147506245,3.838501253,3.651556293,28.62684648,4.2959636,19.1347862,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-1.06,10,43468912090,24636598581,2925.436719,1658.031146,22863482861,12.13435978,22.451,20.527,33.842,2590.21757,12.86,37.264410271,0.115283284204908,8.166577212,48.152,73.73,1.336544624,0.358338482,1.486194747,NA,NA,NA,NA,NA,NA
"375","KAZ","2003","Kazakhstan","Upper middle income","Asia","Central Asia","0","0","0","Europe & Central Asia","Developing",19.20655,8.242524,4.975392,4.22288,0.9216461,2.023314,6.153826,25.360376,1.264041,3.345564854,5.638350211,29.57593079,5.81167,22.9163448,"Hydrocarbons",NA,NA,NA,NA,NA,NA,NA,-0.98,14,47511520915,30833692831,3186.763724,2068.123518,28740957040,13.08323765,25.351,21.355,28.887,2092.0288,12.76,39.823886855,0.145934273597162,10.68643078,52.412,84.91,1.403541822,0.45153596,1.597657633,NA,NA,NA,NA,NA,NA
